0	0
1	0
2	19
3	19
4	6
5	15
6	14
7	2
8	17
9	7
10	3
11	3
12	5
13	6
14	6
15	6
16	10
17	7
18	3
19	3
20	5
21	6
22	6
23	6
24	3
25	5
26	2
27	15
28	2
29	2
30	17
31	17
32	20
33	20
34	15
35	17
36	6
37	6
38	5
39	20
40	17
41	20
42	20
43	15
44	19
45	19
46	19
47	6
48	15
49	14
50	2
51	17
52	7
53	3
54	3
55	5
56	6
57	6
58	6
59	10
60	7
61	3
62	3
63	5
64	6
65	6
66	6
67	5
68	2
69	15
70	2
71	2
72	17
73	17
74	20
75	20
76	15
77	17
78	6
79	6
80	5
81	20
82	17
83	20
84	20
85	15
86	19
87	3
88	3
89	19
90	19
91	6
92	15
93	14
94	2
95	17
96	7
97	3
98	3
99	5
100	6
101	6
102	6
103	10
104	7
105	3
106	3
107	5
108	6
109	6
110	6
111	5
112	5
113	2
114	15
115	2
116	2
117	17
118	17
119	20
120	20
121	15
122	17
123	6
124	6
125	5
126	20
127	17
128	20
129	20
130	15
131	19
132	19
133	19
134	6
135	15
136	14
137	2
138	17
139	7
140	3
141	3
142	5
143	6
144	6
145	6
146	10
147	7
148	3
149	3
150	5
151	6
152	6
153	6
154	3
155	5
156	2
157	15
158	2
159	2
160	17
161	17
162	20
163	20
164	15
165	17
166	6
167	6
168	5
169	20
170	17
171	20
172	20
173	15
174	19
175	19
176	19
177	6
178	15
179	7
180	3
181	3
182	5
183	6
184	6
185	6
186	7
187	3
188	3
189	5
190	6
191	6
192	6
193	3
194	5
195	2
196	15
197	2
198	2
199	17
200	17
201	20
202	20
203	15
204	17
205	6
206	6
207	5
208	20
209	19
210	5
211	2
212	3
213	3
214	19
215	15
216	15
217	20
218	17
219	17
220	20
221	20
222	17
223	15
224	2
225	2
226	19
227	19
228	6
229	15
230	14
231	2
232	17
233	7
234	3
235	3
236	5
237	6
238	6
239	6
240	3
241	5
242	2
243	15
244	2
245	2
246	17
247	17
248	20
249	20
250	15
251	17
252	6
253	6
254	5
255	20
256	19
257	19
258	6
259	15
260	14
261	2
262	17
263	7
264	3
265	3
266	5
267	6
268	6
269	6
270	5
271	5
272	2
273	15
274	2
275	2
276	17
277	17
278	20
279	20
280	15
281	17
282	6
283	6
284	5
285	20
286	19
287	19
288	6
289	15
290	14
291	2
292	17
293	7
294	3
295	3
296	5
297	6
298	6
299	6
300	5
301	2
302	15
303	2
304	2
305	17
306	17
307	20
308	20
309	15
310	17
311	6
312	6
313	5
314	20
315	3
316	19
317	19
318	6
319	15
320	3
321	5
322	2
323	15
324	2
325	2
326	17
327	17
328	20
329	20
330	15
331	17
332	6
333	6
334	5
335	20
336	7
337	3
338	3
339	5
340	6
341	6
342	6
343	19
344	5
345	2
346	3
347	3
348	19
349	15
350	15
351	20
352	17
353	17
354	20
355	20
356	17
357	20
358	15
359	2
360	2
361	19
362	19
363	6
364	15
365	3
366	5
367	2
368	15
369	2
370	2
371	17
372	17
373	20
374	20
375	15
376	17
377	6
378	6
379	5
380	20
381	7
382	3
383	3
384	5
385	19
386	19
387	6
388	15
389	14
390	2
391	17
392	7
393	3
394	3
395	5
396	6
397	6
398	6
399	10
400	7
401	3
402	3
403	5
404	6
405	6
406	6
407	3
408	5
409	2
410	15
411	2
412	2
413	17
414	17
415	20
416	20
417	15
418	17
419	6
420	6
421	5
422	20
